url,number
https://purl.pt/43948,274032
https://purl.pt/43948,274032
https://purl.pt/16331,6839
https://purl.pt/16331,6839
https://purl.pt/16331,6839
https://purl.pt/16331,6839
https://purl.pt/16331,6839
https://purl.pt/16331,6839
https://purl.pt/16331,6839
https://purl.pt/16331,6839
https://purl.pt/6946,36391
https://purl.pt/14100,14630
https://purl.pt/44728,278664
https://purl.pt/44737,278660
https://purl.pt/44738,278669
https://purl.pt/44788,278783
https://purl.pt/44793,278786
https://purl.pt/44792,278784
https://purl.pt/44804,278793
https://purl.pt/44796,278782
https://purl.pt/44796,278782
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/43959,272640
https://purl.pt/44818,279630
https://purl.pt/44818,279630
https://purl.pt/44832,279634
https://purl.pt/44832,279634
https://purl.pt/44938,279104
https://purl.pt/44938,279104
https://purl.pt/7452,20471
https://purl.pt/8384,17516
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/14465,14594
https://purl.pt/27836,89062
https://purl.pt/43582,272813
https://purl.pt/44933,279095
https://purl.pt/44628,278400
https://purl.pt/44628,278400
https://purl.pt/44628,278400
https://purl.pt/44628,278400
https://purl.pt/44628,278400
https://purl.pt/44628,278400
https://purl.pt/44736,278662
https://purl.pt/44736,278662
https://purl.pt/44671,278491
https://purl.pt/44739,278670
https://purl.pt/44834,279637
https://purl.pt/44834,279637
https://purl.pt/44834,279637
https://purl.pt/44834,279637
https://purl.pt/44583,1880
https://purl.pt/44713,278595
https://purl.pt/44712,278597
https://purl.pt/44726,278668
https://purl.pt/44727,278663
https://purl.pt/44799,278795
https://purl.pt/44799,278795
https://purl.pt/44799,278795
https://purl.pt/44799,278795
https://purl.pt/44799,278795
https://purl.pt/44799,278795
https://purl.pt/44799,278795
https://purl.pt/44799,278795
https://purl.pt/44799,278795
https://purl.pt/44799,278795
https://purl.pt/44799,278795
https://purl.pt/44799,278795
https://purl.pt/44828,279624
https://purl.pt/44828,279624
https://purl.pt/44930,279100
https://purl.pt/44930,279100
https://purl.pt/44675,278495
https://purl.pt/44675,278495
https://purl.pt/23629,14663
https://purl.pt/40198,256552
https://purl.pt/40198,256552
https://purl.pt/40198,256552
https://purl.pt/40198,256552
https://purl.pt/40198,256552
https://purl.pt/40198,256552
https://purl.pt/40198,256552
https://purl.pt/40198,256552
https://purl.pt/40198,256552
https://purl.pt/40198,256552
https://purl.pt/40198,256552
https://purl.pt/23692,14657
https://purl.pt/20913,3
https://purl.pt/20913,3
https://purl.pt/20913,3
https://purl.pt/14682,85826
